"Geneid","SK7A-1","SK7A-2","SK7A-3","SK8A-1","SK8A-2","SK8A-3","Wi-1","Wi-2","Wi-3"
"ENSG00000276391",0,0,0,0,0,0,0,0,0
"ENSG00000235461",5,2,3,2,6,3,7,11,0
"ENSG00000147180",479,357,566,317,517,492,310,610,498
"ENSG00000230668",0,0,0,0,0,0,0,0,0
"ENSG00000226280",0,0,0,0,0,0,0,0,0
"ENSG00000233710",0,0,0,0,0,0,0,0,0
"ENSG00000234201",0,0,0,0,0,0,0,0,0
"ENSG00000123570",24,18,4,38,2,10,31,18,18
"ENSG00000222419",0,0,0,0,0,0,0,0,0
"ENSG00000231787",0,0,0,0,0,0,0,2,0
"ENSG00000276298",0,0,0,2,0,0,4,0,3
"ENSG00000234345",2,0,2,0,4,8,0,4,3
"ENSG00000158427",32,28,26,24,34,25,28,40,44
"ENSG00000230312",7,0,0,0,0,5,1,2,8
"ENSG00000227067",16,6,0,0,1,0,1,6,2
"ENSG00000235946",8,1,7,11,2,4,7,1,4
"ENSG00000282840",0,0,0,0,4,0,6,2,2
"ENSG00000223418",0,0,0,0,0,0,0,0,0
"ENSG00000005302",295,209,252,163,192,269,381,315,269
"ENSG00000206792",0,0,0,0,0,0,0,0,0
"ENSG00000206795",0,0,0,0,0,0,0,0,0
"ENSG00000223487",0,0,0,0,0,0,0,0,0
"ENSG00000231211",0,0,0,0,0,0,0,0,0
"ENSG00000273800",0,0,0,0,0,0,0,0,0
"ENSG00000271814",0,0,0,0,0,0,0,0,0
"ENSG00000229083",3,8,0,4,0,2,4,9,4
"ENSG00000230691",0,0,0,0,0,0,0,0,0
"ENSG00000196664",2,0,0,0,0,0,2,0,2
"ENSG00000233338",0,0,0,2,2,7,0,0,0
"ENSG00000250084",0,0,0,0,0,0,0,0,0
"ENSG00000278358",0,0,0,0,0,0,0,0,0
"ENSG00000278160",0,0,0,0,0,0,0,0,0
"ENSG00000275643",0,0,0,0,0,0,0,0,0
"ENSG00000204379",0,0,0,0,0,0,0,0,0
"ENSG00000223395",0,0,0,0,0,0,0,0,0
"ENSG00000277289",0,0,0,0,0,0,0,0,0
"ENSG00000227058",0,0,0,0,0,0,0,0,0
"ENSG00000231593",0,0,0,0,0,0,0,0,0
"ENSG00000228771",0,0,0,0,0,0,0,0,0
"ENSG00000185319",0,0,0,0,0,0,0,0,0
"ENSG00000197185",0,0,0,0,0,0,0,0,0
"ENSG00000234792",0,0,0,0,0,0,0,0,0
"ENSG00000187754",0,0,0,0,0,0,0,0,0
"ENSG00000228354",0,0,0,0,0,0,0,0,0
"ENSG00000222608",0,0,0,0,0,0,0,0,0
"ENSG00000225508",0,0,0,0,0,0,0,0,0
"ENSG00000237275",0,0,0,0,0,0,0,0,0
"ENSG00000223958",0,0,0,0,0,0,0,0,0
"ENSG00000225397",0,0,0,0,0,0,0,0,0
"ENSG00000229826",0,0,0,0,0,0,0,0,0
"ENSG00000269281",0,0,0,0,0,0,0,0,0
"ENSG00000226867",0,0,0,0,0,0,0,0,0
"ENSG00000204363",0,0,0,0,0,0,0,0,0
"ENSG00000229885",0,0,0,0,0,0,0,0,0
"ENSG00000196395",0,0,0,0,0,0,0,0,0
"ENSG00000224781",3,0,1,1,0,2,0,1,1
"ENSG00000220541",1,0,0,0,0,0,0,0,0
"ENSG00000270524",0,0,0,0,1,3,0,0,0
"ENSG00000201674",0,0,0,0,0,0,0,0,0
"ENSG00000207220",0,0,0,0,0,1,0,3,0
"ENSG00000240327",0,0,0,0,0,0,0,0,0
"ENSG00000212611",0,0,0,0,0,0,0,0,0
"ENSG00000241743",138,365,179,606,358,555,198,745,478
"ENSG00000211578",0,0,0,0,0,0,0,0,0
"ENSG00000214321",0,0,0,0,0,0,0,0,0
"ENSG00000238764",0,0,0,0,0,0,0,0,0
"ENSG00000265465",0,2,0,0,0,0,0,0,0
"ENSG00000235834",0,0,0,0,0,0,0,0,0
"ENSG00000230020",0,0,0,0,0,0,0,0,0
"ENSG00000226153",0,0,0,0,0,0,0,0,0
"ENSG00000047634",40,32,28,20,57,58,45,78,53
"ENSG00000227873",0,0,0,0,0,0,0,0,0
"ENSG00000277150",7,19,5,23,12,12,8,17,14
"ENSG00000184388",9,11,26,8,24,37,14,51,15
"ENSG00000175718",0,0,0,0,0,0,0,0,0
"ENSG00000268447",0,0,0,0,0,0,0,0,0
"ENSG00000147036",6,0,17,4,0,2,4,6,8
"ENSG00000275520",0,0,0,0,0,0,0,0,0
"ENSG00000283463",12,19,26,10,13,21,41,18,21
"ENSG00000063587",430,219,331,204,369,398,380,329,223
"ENSG00000147117",42,31,13,23,42,22,17,15,35
"ENSG00000179222",2396,1975,2225,1720,1338,2138,2968,1593,2165
"ENSG00000130021",995,793,572,783,765,1045,1156,616,690
"ENSG00000130054",909,622,491,439,531,689,943,417,469
"ENSG00000268629",0,0,0,0,2,0,0,0,0
"ENSG00000235961",70,71,63,36,35,53,61,22,28
"ENSG00000188153",505,378,725,882,781,947,627,823,900
"ENSG00000134594",61,51,28,49,18,42,94,31,36
"ENSG00000056277",145,140,160,264,126,155,119,167,131
"ENSG00000156709",1478,1421,1031,1422,925,1422,2234,1243,1490
"ENSG00000223714",0,0,8,3,0,1,2,3,4
"ENSG00000199564",0,0,0,0,0,0,0,0,0
"ENSG00000238426",0,0,0,0,0,0,0,0,0
"ENSG00000226641",0,0,0,0,0,0,0,0,0
"ENSG00000264573",6,0,0,0,0,0,0,1,0
"ENSG00000225238",0,0,3,2,0,10,1,4,3
"ENSG00000233033",117,128,98,206,102,106,131,86,55
"ENSG00000212207",0,0,0,1,0,0,0,0,0
"ENSG00000217624",5,4,2,3,7,10,19,7,1
"ENSG00000242559",0,0,0,0,0,0,0,0,0
"ENSG00000171657",0,6,0,2,0,0,0,2,0
"ENSG00000229822",0,0,0,0,0,0,0,0,0
"ENSG00000237875",0,0,0,0,0,0,0,0,0
"ENSG00000251807",0,0,0,0,0,0,0,0,0
"ENSG00000233103",0,0,0,0,0,0,0,0,0
"ENSG00000237106",0,0,0,0,0,0,0,0,0
"ENSG00000200906",0,0,0,0,0,0,0,0,0
"ENSG00000263410",0,0,0,0,0,0,0,1,0
"ENSG00000131174",911,1307,751,992,525,1281,1165,647,940
"ENSG00000234391",0,0,0,0,0,0,0,0,0
"ENSG00000227302",0,0,0,0,0,0,0,0,0
"ENSG00000230100",0,0,0,0,0,0,0,0,0
"ENSG00000270747",0,0,0,0,0,0,0,0,0
"ENSG00000165584",0,0,2,0,0,0,0,0,0
"ENSG00000225055",0,0,0,0,0,0,0,0,0
"ENSG00000234448",0,0,0,0,0,0,0,0,0
"ENSG00000268009",0,0,0,0,0,0,0,0,0
"ENSG00000231603",0,0,0,0,0,0,0,0,0
"ENSG00000231489",0,0,0,0,0,0,0,0,0
"ENSG00000235350",0,0,0,0,0,0,0,0,0
"ENSG00000226971",1,2,0,0,1,2,1,0,0
"ENSG00000068438",1054,984,721,636,713,686,989,770,587
"ENSG00000224292",3,0,0,0,4,0,1,2,0
"ENSG00000147155",539,710,354,638,300,530,630,298,388
"ENSG00000286268",0,0,0,0,0,0,0,1,0
"ENSG00000276823",0,0,0,0,0,0,0,0,2
"ENSG00000202469",0,0,0,0,0,0,0,0,0
"ENSG00000227042",0,0,2,0,0,0,0,0,1
"ENSG00000207202",0,0,0,0,0,0,0,0,0
"ENSG00000102048",3,2,4,6,2,8,14,13,8
"ENSG00000165192",0,0,0,0,0,0,0,0,0
"ENSG00000165195",189,129,128,152,146,124,218,152,159
"ENSG00000165197",2,1,0,2,0,8,1,4,0
"ENSG00000073464",385,175,218,63,223,255,272,212,215
"ENSG00000234019",2,4,9,10,9,1,1,6,5
"ENSG00000235224",0,0,0,0,0,0,0,0,0
"ENSG00000231340",5,0,7,4,4,7,0,2,5
"ENSG00000227329",1,1,6,0,0,6,0,3,14
"ENSG00000276575",1,2,0,0,2,1,0,0,3
"ENSG00000277474",0,0,0,0,0,0,0,0,0
"ENSG00000235262",0,0,0,0,0,2,0,2,0
"ENSG00000226299",0,0,0,0,0,0,0,0,0
"ENSG00000207408",0,0,0,0,0,0,0,0,0
"ENSG00000236571",0,0,0,0,0,0,0,0,0
"ENSG00000234413",0,0,0,0,0,0,0,0,0
"ENSG00000278204",0,0,0,0,0,0,0,0,0
"ENSG00000158423",19,17,30,24,18,30,24,27,13
"ENSG00000233250",0,0,0,0,0,0,0,0,0
"ENSG00000235416",0,0,0,0,0,0,0,0,0
"ENSG00000199422",0,0,0,0,0,0,0,0,0
"ENSG00000224942",0,0,0,0,0,0,0,0,0
"ENSG00000275268",2,0,0,0,0,0,0,2,0
"ENSG00000225758",0,0,0,0,0,0,0,0,0
"ENSG00000134595",970,711,447,502,435,446,1026,678,362
"ENSG00000130829",33,31,30,24,59,41,32,34,58
"ENSG00000237793",0,0,0,0,0,0,0,0,0
"ENSG00000244335",0,0,0,0,0,0,0,0,0
"ENSG00000130822",170,121,289,151,246,266,186,200,216
"ENSG00000185825",2500,2596,1820,2541,2077,2467,3114,2000,1899
"ENSG00000101986",224,178,212,131,146,171,250,154,166
"ENSG00000232725",3,1,0,0,2,2,0,0,0
"ENSG00000198753",33,18,24,24,30,43,21,45,34
"ENSG00000184343",33,39,25,29,51,23,10,57,20
"ENSG00000180879",1652,1919,1413,1700,1280,1845,2107,1414,1508
"ENSG00000184844",19,14,6,26,9,23,7,5,13
"ENSG00000198910",705,519,826,859,924,950,893,849,786
"ENSG00000284987",0,1,1,0,1,0,0,0,0
"ENSG00000273769",5,5,6,0,9,8,0,19,2
"ENSG00000102032",150,140,253,375,350,505,170,319,284
"ENSG00000172534",5411,2987,2617,1915,1596,3078,3737,1192,2119
"ENSG00000235802",0,0,0,0,0,1,0,0,0
"ENSG00000177854",77,70,122,134,113,143,95,95,143
"ENSG00000265176",0,0,0,0,0,0,0,0,0
"ENSG00000283694",0,0,0,0,0,0,0,0,0
"ENSG00000284286",3,0,0,0,0,0,0,0,0
"ENSG00000202024",0,0,0,0,0,0,0,0,0
"ENSG00000270813",0,5,0,4,0,0,0,2,0
"ENSG00000183911",0,0,0,0,0,0,0,0,0
"ENSG00000126953",481,449,210,279,213,391,465,263,271
"ENSG00000241343",119,125,110,95,104,133,78,140,156
"ENSG00000257529",0,0,0,0,0,0,0,0,0
"ENSG00000126945",1987,1735,947,1488,569,1799,1988,539,1183
"ENSG00000234557",7,6,3,1,6,4,6,1,4
"ENSG00000262919",297,359,195,252,191,284,360,167,230
"ENSG00000260081",8,4,8,14,22,7,10,12,8
"ENSG00000217889",0,0,0,0,0,0,0,0,0
"ENSG00000130821",2770,2392,2996,2091,2497,4004,2465,1697,2316
"ENSG00000229324",5,3,5,3,0,5,7,2,1
"ENSG00000212605",0,0,0,0,0,0,0,0,0
"ENSG00000227536",2,2,7,7,4,8,3,6,2
"ENSG00000147164",1742,1326,1060,1005,958,1610,1958,996,1302
"ENSG00000184481",769,552,357,420,408,650,755,322,446
"ENSG00000204165",0,0,0,1,0,0,0,0,0
"ENSG00000285171",0,0,0,0,0,0,0,0,0
"ENSG00000169562",0,0,2,0,1,0,0,3,0
"ENSG00000271886",0,0,0,0,0,1,0,0,0
"ENSG00000208012",0,0,0,0,0,0,0,0,0
"ENSG00000131263",1045,694,732,518,617,767,966,664,491
"ENSG00000230673",0,0,0,0,0,0,0,0,0
"ENSG00000199885",0,0,0,0,0,0,0,0,0
"ENSG00000271589",0,0,0,0,0,0,0,0,0
"ENSG00000050030",20,6,24,12,25,6,26,35,20
"ENSG00000214016",1,3,1,4,0,3,3,2,1
"ENSG00000242065",0,0,0,0,0,0,0,0,0
"ENSG00000189037",0,0,0,0,0,0,0,0,0
"ENSG00000147113",0,0,0,0,0,0,0,0,0
"ENSG00000283599",0,1,0,0,4,0,0,10,6
"ENSG00000230934",0,0,0,0,0,0,0,0,0
"ENSG00000281852",0,1,0,2,2,0,0,6,8
"ENSG00000237182",0,0,0,0,0,0,0,0,0
"ENSG00000237717",0,0,0,0,0,0,0,0,0
"ENSG00000224617",0,0,0,0,0,0,0,0,0
"ENSG00000229030",0,0,0,0,0,0,0,0,0
"ENSG00000230162",0,0,0,0,0,0,0,0,0
"ENSG00000219930",0,0,0,0,0,0,0,0,0
"ENSG00000231513",0,3,0,0,0,0,0,0,0
"ENSG00000239080",0,0,0,0,0,0,0,0,0
"ENSG00000214720",0,0,0,0,0,0,0,0,0
"ENSG00000227610",2,0,1,1,1,0,0,0,0
"ENSG00000147224",3197,2641,2415,3116,3156,4381,4571,3217,3147
"ENSG00000169083",313,171,231,150,203,190,319,162,170
"ENSG00000165194",14,20,103,38,57,49,83,113,65
"ENSG00000130385",0,0,0,0,0,0,0,0,0
"ENSG00000275113",0,0,0,0,0,0,0,0,0
"ENSG00000236737",0,0,0,0,0,0,0,0,0
"ENSG00000213856",5,8,1,2,3,1,10,3,3
"ENSG00000227391",0,0,0,0,0,0,0,0,0
"ENSG00000068985",0,0,0,0,0,0,0,0,0
"ENSG00000101951",0,0,6,0,2,0,0,8,0
"ENSG00000252454",0,0,0,0,0,0,0,0,0
"ENSG00000234825",9,7,6,8,6,7,18,6,5
"ENSG00000271339",0,0,0,0,0,0,0,0,0
"ENSG00000231164",0,0,0,0,0,0,0,0,0
"ENSG00000225125",0,0,4,7,1,5,0,3,1
"ENSG00000232611",7,9,31,72,31,14,11,36,36
"ENSG00000225400",0,0,6,2,8,11,6,0,6
"ENSG00000147274",10237,8681,6532,6905,6026,8284,10658,7414,6000
"ENSG00000232379",0,0,0,0,0,0,0,0,0
"ENSG00000237307",2,0,0,0,0,2,0,0,4
"ENSG00000165370",0,0,0,0,0,0,0,0,0
"ENSG00000224031",0,0,0,0,0,4,0,0,0
"ENSG00000172465",42,39,37,105,45,73,57,90,96
"ENSG00000180284",0,0,0,0,0,0,0,0,0
"ENSG00000123562",4933,4157,3345,5058,2739,4845,7408,4039,4913
"ENSG00000231154",65,52,69,42,44,80,68,65,105
"ENSG00000179363",4,0,0,1,4,11,0,9,8
"ENSG00000269743",96,119,55,122,55,130,222,72,129
"ENSG00000102007",106,136,96,69,147,173,160,142,137
"ENSG00000012211",162,218,221,197,169,264,190,150,189
"ENSG00000237341",43,23,16,19,37,30,46,25,35
"ENSG00000102001",11,14,100,38,75,66,7,39,34
"ENSG00000230216",2,5,6,7,8,1,5,1,5
"ENSG00000101997",184,224,182,212,187,258,290,120,146
"ENSG00000049769",190,197,191,184,165,237,207,180,159
"ENSG00000270012",28,38,51,20,24,44,20,23,30
"ENSG00000286031",18,21,31,21,21,32,19,18,18
"ENSG00000147118",133,102,155,112,156,187,153,142,94
"ENSG00000221994",19,32,37,25,25,47,33,35,14
"ENSG00000277541",0,0,1,1,0,0,0,0,0
"ENSG00000230241",0,0,0,0,0,0,0,0,0
"ENSG00000233139",0,0,0,0,0,0,0,0,0
"ENSG00000201517",0,0,0,0,0,0,0,0,0
"ENSG00000225198",0,0,0,0,0,0,0,0,0
"ENSG00000238032",0,0,0,0,0,0,0,0,0
"ENSG00000234780",0,0,0,0,0,0,0,0,0
"ENSG00000252856",0,0,0,0,0,0,0,0,0
"ENSG00000204368",0,0,0,0,0,0,0,0,0
"ENSG00000231568",0,0,0,0,0,0,0,0,0
"ENSG00000229662",0,0,0,0,0,0,0,0,0
"ENSG00000232813",0,0,0,0,0,0,0,0,0
"ENSG00000241207",0,0,0,0,0,0,0,0,0
"ENSG00000237345",0,0,0,0,0,0,0,0,0
"ENSG00000184788",35,22,59,32,43,22,35,53,44
"ENSG00000188021",998,662,662,645,565,866,1116,438,529
"ENSG00000185985",9,2,0,2,2,2,10,0,2
"ENSG00000130962",124,100,160,146,160,224,189,260,229
"ENSG00000101911",956,1025,652,612,442,818,1163,426,480
"ENSG00000085224",1766,836,1295,872,1112,1521,1255,994,1193
"ENSG00000083750",120,95,186,106,102,165,95,100,95
"ENSG00000101842",8,2,0,6,0,0,36,22,10
"ENSG00000156298",83,88,133,77,60,88,106,92,66
"ENSG00000126759",2,2,4,7,7,4,1,19,7
"ENSG00000215301",11753,6732,5707,3874,4812,7082,8984,5144,4872
"ENSG00000000005",20,27,4,17,0,15,32,2,12
"ENSG00000000003",1882,1711,1555,1546,1204,1526,2729,1163,1612
"ENSG00000223819",0,0,0,0,0,0,0,0,0
"ENSG00000238116",0,0,0,0,0,0,0,0,0
"ENSG00000275320",0,0,0,0,0,0,0,0,0
"ENSG00000202231",0,0,0,0,0,0,0,0,0
"ENSG00000224799",2,0,1,2,6,4,1,0,0
"ENSG00000237708",0,0,1,0,0,0,0,1,0
"ENSG00000222303",0,0,0,0,0,0,0,1,0
"ENSG00000221930",59,47,77,32,56,105,95,50,54
"ENSG00000287160",0,0,0,3,4,2,0,1,2
"ENSG00000271677",0,0,0,0,0,0,0,0,0
"ENSG00000238188",0,0,0,0,0,0,0,0,2
"ENSG00000228659",0,0,0,0,0,2,0,0,1
"ENSG00000147256",8,18,8,10,0,12,30,19,16
"ENSG00000241198",0,0,0,0,0,0,0,0,0
"ENSG00000269405",0,0,0,0,0,0,0,0,0
"ENSG00000273746",0,0,0,0,0,0,0,0,0
"ENSG00000231590",0,0,0,0,0,0,0,0,0
"ENSG00000158164",941,1150,616,638,457,723,985,337,473
"ENSG00000271005",0,0,0,0,0,0,0,0,0
"ENSG00000102010",0,0,0,0,0,2,0,0,0
"ENSG00000285602",29,20,15,15,54,37,11,14,12
"ENSG00000225833",0,0,0,0,0,0,0,0,0
"ENSG00000237539",0,0,0,0,0,0,0,2,0
"ENSG00000169239",115,94,71,96,104,142,117,55,89
"ENSG00000279413",149,204,77,186,192,240,135,131,97
"ENSG00000200620",0,0,0,0,0,0,0,2,0
"ENSG00000281371",7,21,14,16,16,35,14,9,10
"ENSG00000182287",5482,4377,4408,4929,4575,6687,6161,4135,4287
"ENSG00000200566",0,0,0,0,0,0,0,0,0
"ENSG00000226536",0,0,0,0,0,0,0,0,0
"ENSG00000169188",647,619,502,481,313,533,581,329,469
"ENSG00000158578",1,2,0,9,4,10,1,5,4
"ENSG00000278283",0,0,0,0,0,0,0,0,0
"ENSG00000234466",0,0,0,0,0,0,0,0,0
"ENSG00000238269",0,0,0,2,0,0,0,0,0
"ENSG00000234068",0,0,0,0,0,0,0,0,0
"ENSG00000278319",0,0,0,0,0,0,0,0,0
"ENSG00000276929",0,0,0,0,0,0,0,0,0
"ENSG00000186678",0,0,0,0,0,0,0,0,0
"ENSG00000229760",0,0,0,0,0,0,0,0,0
"ENSG00000231947",0,0,0,0,0,0,0,0,0
"ENSG00000238047",0,0,0,0,0,0,0,0,0
"ENSG00000196924",39535,20018,26879,17309,29212,30069,37511,28050,23785
"ENSG00000147003",18,24,38,10,47,46,8,23,6
"ENSG00000147403",19570,23977,14650,17770,13080,20502,24690,11550,15611
"ENSG00000072501",4723,2249,3787,1745,2631,3613,4885,2264,2982
"ENSG00000198689",349,212,332,281,310,419,563,430,366
"ENSG00000283775",0,0,0,0,0,0,0,0,0
"ENSG00000243011",0,0,0,0,0,0,0,0,0
"ENSG00000273773",0,0,0,0,0,0,0,0,0
"ENSG00000213338",0,0,0,0,0,0,0,0,0
"ENSG00000272681",0,0,0,0,0,0,0,0,0
"ENSG00000275882",38,90,27,35,36,44,34,100,21
"ENSG00000226141",0,0,0,0,0,2,0,0,0
"ENSG00000237619",0,0,0,0,0,0,0,0,0
"ENSG00000235806",2,0,0,0,0,0,0,0,2
"ENSG00000287729",0,0,0,6,0,7,2,3,2
"ENSG00000238123",131,55,110,50,91,127,114,66,101
"ENSG00000228089",4,0,0,0,0,8,0,2,0
"ENSG00000235190",0,0,0,0,0,0,0,0,0
"ENSG00000200587",0,2,0,0,0,0,0,0,0
"ENSG00000134602",3388,2050,1943,3128,2834,3991,5344,2659,2689
"ENSG00000228819",0,0,0,0,0,0,0,0,0
"ENSG00000123728",687,524,660,817,862,1052,1162,869,781
"ENSG00000123560",891,792,923,853,1543,1797,1573,1313,1190
"ENSG00000228158",13,27,9,10,39,17,29,16,1
"ENSG00000227534",0,0,1,0,0,0,0,0,0
"ENSG00000227942",0,0,0,0,0,0,0,0,0
"ENSG00000147140",14917,11220,12923,9581,8923,13395,15042,8833,10109
"ENSG00000120280",0,0,0,0,0,0,0,0,0
"ENSG00000178556",0,0,0,0,0,0,1,0,0
"ENSG00000232368",3,0,3,4,3,0,1,0,1
"ENSG00000229331",0,0,0,0,0,0,0,0,0
"ENSG00000241886",1,0,3,0,0,3,0,0,0
"ENSG00000243055",23,31,20,39,9,23,27,8,26
"ENSG00000277876",0,0,0,0,0,0,0,0,0
"ENSG00000231542",3,0,2,2,0,1,2,0,4
"ENSG00000235512",50,2,24,6,31,36,36,13,22
"ENSG00000102230",581,485,332,737,604,827,969,524,544
"ENSG00000226222",0,0,0,0,0,0,0,0,0
"ENSG00000236836",0,0,0,0,0,0,0,0,0
"ENSG00000236487",0,0,0,1,0,0,0,0,0
"ENSG00000101868",1494,826,718,1329,1095,2076,2264,852,1301
"ENSG00000251869",0,0,0,0,0,0,0,0,0
"ENSG00000232472",600,770,555,517,429,526,732,491,400
"ENSG00000004848",0,0,2,0,0,0,2,0,2
"ENSG00000214111",0,0,0,0,0,0,0,0,0
"ENSG00000240439",0,0,0,0,0,0,0,0,0
"ENSG00000182484",83,71,61,86,64,89,79,84,65
"ENSG00000234230",3,2,6,0,8,9,2,8,5
"ENSG00000225071",16,16,2,19,7,11,10,3,8
"ENSG00000131089",831,757,922,498,723,898,831,520,675
"ENSG00000231729",0,0,0,0,0,0,0,0,0
"ENSG00000288661",0,0,0,0,0,0,0,0,0
"ENSG00000236813",0,0,0,0,0,0,0,0,0
"ENSG00000222532",0,0,0,0,0,0,0,0,0
"ENSG00000166707",46,54,47,75,40,63,62,56,77
"ENSG00000158639",0,0,0,0,0,0,0,0,0
"ENSG00000181191",1176,875,848,908,1318,1566,1630,938,986
"ENSG00000102387",0,6,0,0,4,0,2,2,6
"ENSG00000165359",181,138,144,234,164,181,124,189,175
"ENSG00000005889",326,289,159,271,252,359,448,292,234
"ENSG00000126752",2,1,0,0,0,0,1,0,2
"ENSG00000197779",182,84,151,91,103,146,188,123,129
"ENSG00000080561",69,41,65,43,61,70,94,73,70
"ENSG00000120498",2,0,10,2,15,6,6,12,2
"ENSG00000147138",0,0,1,0,0,0,0,0,0
"ENSG00000125354",605,490,717,849,722,861,1331,1332,1017
"ENSG00000022267",898,676,727,873,557,918,958,812,734
"ENSG00000124313",1649,995,256,491,481,726,1426,692,640
"ENSG00000131269",845,627,852,498,499,801,1047,562,570
"ENSG00000266828",0,0,0,0,0,0,0,0,0
"ENSG00000231371",0,0,0,0,0,0,0,0,0
"ENSG00000234558",6,3,6,1,2,0,4,1,2
"ENSG00000180772",0,0,0,0,0,0,0,0,0
"ENSG00000188706",811,566,711,1187,730,861,1336,1443,903
"ENSG00000235189",84,36,37,55,45,46,80,78,49
"ENSG00000238040",0,0,0,0,0,0,0,0,0
"ENSG00000156697",879,737,403,694,418,607,960,885,605
"ENSG00000085185",162,72,208,187,124,260,302,199,207
"ENSG00000288680",0,0,2,0,0,0,0,0,0
"ENSG00000207146",2,0,0,0,9,4,0,2,9
"ENSG00000133124",521,302,521,263,370,506,306,588,496
"ENSG00000237863",47,28,47,18,44,60,40,28,59
"ENSG00000279894",0,0,2,1,2,2,0,2,2
"ENSG00000196507",367,335,210,495,407,535,469,505,451
"ENSG00000288597",256,242,254,608,616,1010,739,638,818
"ENSG00000123575",699,468,516,846,584,616,1163,1102,763
"ENSG00000123576",0,0,0,0,2,0,2,0,0
"ENSG00000182378",4274,3447,3654,2390,2323,2870,3476,2186,2117
"ENSG00000268651",0,0,0,0,0,0,0,0,0
"ENSG00000171388",80,67,70,155,62,89,113,132,120
"ENSG00000287024",0,0,0,0,0,0,0,0,0
"ENSG00000122121",0,0,6,1,1,0,2,11,12
"ENSG00000122122",0,0,2,0,0,0,0,0,0
"ENSG00000240143",2,2,0,1,0,0,0,0,0
"ENSG00000275070",0,2,0,2,0,2,0,0,2
"ENSG00000078061",964,983,764,459,678,904,963,563,730
"ENSG00000230781",0,0,0,0,0,0,0,0,0
"ENSG00000101938",412,265,395,332,487,606,748,557,573
"ENSG00000077264",167,105,191,115,232,339,250,162,193
"ENSG00000226112",0,0,0,2,0,0,0,0,0
"ENSG00000234349",0,0,0,0,0,0,0,0,0
"ENSG00000077274",177,113,113,309,317,371,246,428,292
"ENSG00000251954",0,0,0,0,0,0,0,0,0
"ENSG00000223904",0,0,0,0,0,0,0,0,0
"ENSG00000229939",29,18,18,13,6,35,31,8,27
"ENSG00000225031",204,108,155,56,107,225,265,103,171
"ENSG00000102359",4,0,4,0,4,3,0,2,0
"ENSG00000101892",0,0,0,0,2,0,0,0,0
"ENSG00000005893",721,595,1083,707,777,935,1134,823,667
"ENSG00000251707",0,0,0,0,0,0,0,0,0
"ENSG00000232119",2,0,6,1,6,0,2,0,2
"ENSG00000171155",0,0,0,4,0,0,0,0,2
"ENSG00000278317",0,0,0,0,0,0,0,0,0
"ENSG00000181511",0,0,0,0,0,0,0,0,0
"ENSG00000158290",999,599,876,1195,602,940,1509,879,870
"ENSG00000238200",0,0,0,0,0,0,0,0,0
"ENSG00000269096",0,0,0,0,0,0,0,0,0
"ENSG00000278289",0,0,0,0,0,0,0,0,0
"ENSG00000271449",0,0,0,0,0,0,0,0,0
"ENSG00000278085",0,0,0,0,0,0,0,0,0
"ENSG00000270946",0,0,0,0,0,0,0,0,0
"ENSG00000207633",0,0,0,0,0,0,0,0,0
"ENSG00000203933",0,0,0,0,0,0,0,0,0
"ENSG00000233145",0,0,0,0,0,0,0,0,0
"ENSG00000214653",15,12,13,17,13,17,26,7,3
"ENSG00000241248",0,0,0,0,0,0,0,0,0
"ENSG00000077279",95,63,102,148,141,150,155,85,117
"ENSG00000046653",1977,1302,1423,2538,1585,1673,3577,2815,2167
"ENSG00000233535",0,0,0,0,0,0,0,0,0
"ENSG00000212663",0,0,0,0,0,0,0,0,0
"ENSG00000046647",223,255,325,564,214,287,436,252,363
"ENSG00000157600",615,415,542,543,650,753,916,446,607
"ENSG00000208013",0,0,0,0,0,0,0,0,0
"ENSG00000265584",0,0,0,0,0,0,0,0,0
"ENSG00000208883",0,0,0,0,0,0,0,0,0
"ENSG00000224142",0,0,0,0,0,0,0,0,1
"ENSG00000287685",0,0,0,0,0,0,0,0,0
"ENSG00000279601",5,0,4,15,13,18,2,35,16
"ENSG00000187808",56,61,77,85,108,79,97,133,104
"ENSG00000198918",4197,6106,4683,4770,3357,6265,7004,3544,5522
"ENSG00000206622",0,0,0,0,0,0,0,0,0
"ENSG00000286366",10,4,6,2,7,10,9,15,4
"ENSG00000125352",236,232,252,293,223,245,211,269,218
"ENSG00000125356",622,833,571,933,521,869,581,561,637
"ENSG00000186471",2,0,4,4,10,0,8,0,9
"ENSG00000101882",348,238,335,334,284,285,443,406,336
"ENSG00000261435",0,0,0,2,0,6,2,3,1
"ENSG00000263972",0,0,0,0,0,0,0,0,0
"ENSG00000214047",0,0,0,0,0,0,0,0,0
"ENSG00000285709",0,0,0,0,0,0,0,3,0
"ENSG00000223486",4,2,2,3,17,14,29,6,16
"ENSG00000236393",2,0,0,0,0,2,0,0,6
"ENSG00000214045",0,0,0,0,2,0,0,0,0
"ENSG00000206677",0,0,0,0,0,0,0,0,0
"ENSG00000183337",2553,1179,1323,1077,1561,2031,1933,1501,1422
"ENSG00000132446",0,0,0,0,0,0,0,0,0
"ENSG00000252903",0,0,0,0,0,0,0,0,0
"ENSG00000285900",0,0,0,0,0,0,0,0,0
"ENSG00000222922",0,0,0,0,0,0,0,0,0
"ENSG00000236285",0,0,0,0,0,0,0,0,0
"ENSG00000263600",0,0,0,0,0,0,0,0,0
