Geneid,SK7A-SGN-1,SK7A-SGN-2,SK7A-SGN-3,SK7AC48-SGN-1,SK7AC48-SGN-2,SK7AC48-SGN-3,SK8A-SGN-1,SK8A-SGN-2,SK8A-SGN-3
ENSG00000280090,0,0,0,0,0,0,0,0,0
ENSG00000255223,0,0,0,0,0,0,0,0,0
ENSG00000181371,0,0,0,0,0,0,0,0,0
ENSG00000196099,0,0,0,0,0,0,0,0,0
ENSG00000072952,101,86,131,79,78,87,44,74,69
ENSG00000172188,0,0,0,0,0,0,0,0,0
ENSG00000172377,0,0,0,0,0,0,0,0,0
ENSG00000167800,53,104,42,34,48,23,0,5,10
ENSG00000180934,0,0,0,0,0,0,0,0,0
ENSG00000198283,0,0,0,0,0,0,0,0,0
ENSG00000174970,0,0,0,0,0,0,0,0,0
ENSG00000167359,0,0,0,0,0,0,0,0,0
ENSG00000279012,0,0,0,0,0,0,0,0,0
ENSG00000176540,0,0,0,0,0,0,0,0,0
ENSG00000181616,0,0,0,0,0,0,0,0,0
ENSG00000181718,0,0,0,0,0,0,0,0,0
ENSG00000186714,9,29,14,18,23,11,8,42,46
ENSG00000172464,0,0,0,0,0,0,0,0,0
ENSG00000166884,1,0,0,0,0,0,0,0,0
ENSG00000177963,4590,5002,4884,4269,3618,3526,3343,3685,3883
ENSG00000172269,1015,860,731,1168,901,746,807,808,919
ENSG00000279672,61,133,49,99,90,120,130,130,152
ENSG00000254938,0,3,0,6,1,0,11,0,7
ENSG00000279358,0,2,0,0,0,0,6,0,0
ENSG00000254960,0,0,0,0,0,1,0,0,7
ENSG00000266215,0,0,0,0,0,0,0,0,0
ENSG00000255317,0,0,0,4,0,0,0,0,0
ENSG00000218109,0,34,1,22,17,4,7,8,25
ENSG00000256282,10,7,0,17,4,2,6,3,7
ENSG00000255379,0,0,0,0,0,0,0,0,0
ENSG00000203334,2,0,0,0,0,0,0,0,1
ENSG00000201243,0,0,0,0,0,0,0,0,0
ENSG00000180720,764,712,527,659,468,481,805,815,747
ENSG00000137727,180,1546,211,621,760,1091,185,664,1140
ENSG00000170959,414,510,334,547,764,193,278,95,107
ENSG00000182667,535,3349,481,1476,1201,1691,2290,4204,4088
ENSG00000170322,2038,1530,1102,1523,1506,1237,1064,1089,1315
ENSG00000178795,3,5,0,0,4,0,0,0,1
ENSG00000110497,1755,3256,1142,1600,1472,1678,1575,2290,2487
ENSG00000154114,314,509,421,311,433,280,145,311,338
ENSG00000050165,6740,10604,5247,8222,8711,6248,14514,15466,11681
ENSG00000129167,36,111,5,47,37,33,31,46,97
ENSG00000168959,0,354,12,90,72,104,257,1774,1486
ENSG00000175224,3510,3607,2952,2478,2194,2461,2256,2286,2773
ENSG00000133816,751,677,656,445,601,363,417,768,565
ENSG00000166926,0,0,4,6,6,10,0,2,10
ENSG00000126500,259,474,344,378,693,498,455,435,693
ENSG00000150433,411,457,274,424,359,298,244,344,353
ENSG00000110693,1735,777,336,740,780,504,191,437,647
ENSG00000180988,0,2,0,0,0,0,0,0,0
ENSG00000255395,0,0,0,0,0,0,0,0,0
ENSG00000137491,493,78,18,8,16,83,39,48,88
ENSG00000254475,0,0,0,0,2,0,0,0,0
ENSG00000255136,6,54,6,45,18,56,65,79,79
ENSG00000255460,0,1,0,0,0,0,4,0,0
ENSG00000261594,12,204,48,57,45,188,199,167,161
ENSG00000137486,1168,2266,978,415,997,1116,857,1962,2814
ENSG00000254429,161,285,182,123,132,259,411,569,386
ENSG00000279117,0,0,0,0,0,0,0,0,0
ENSG00000254963,63,204,67,37,58,67,45,171,191
ENSG00000149243,83,150,242,137,120,212,441,183,199
ENSG00000064309,3452,4916,3594,4528,9311,3022,2927,2498,3022
ENSG00000244398,2287,1103,1664,1182,1068,1393,1160,891,849
ENSG00000110700,9401,5535,7381,5565,5143,5074,4729,4529,3878
ENSG00000272034,24,9,2,30,10,14,7,9,8
ENSG00000201403,0,0,0,0,0,0,0,0,0
ENSG00000201586,1,0,0,0,0,0,0,2,0
ENSG00000240808,0,1,0,0,2,0,0,0,0
ENSG00000011405,2188,1495,1196,1082,1337,950,260,716,1098
ENSG00000110011,827,1175,1000,1382,909,1021,1168,954,971
ENSG00000156603,701,589,365,673,440,436,555,697,522
ENSG00000255435,147,253,117,151,155,142,91,164,237
ENSG00000172425,2,100,33,59,24,32,35,126,88
ENSG00000149582,623,1642,1154,1395,1244,1102,1328,1630,1857
ENSG00000118096,600,839,469,856,561,663,520,559,640
ENSG00000243431,8,44,26,30,34,19,27,32,60
ENSG00000207185,0,0,0,0,1,0,0,0,5
ENSG00000255176,6,21,6,10,13,11,1,4,17
ENSG00000284246,0,0,0,0,0,0,0,0,0
ENSG00000197658,0,0,0,0,0,0,0,0,0
ENSG00000198851,1,0,0,0,0,0,0,0,0
ENSG00000118058,2266,3159,1342,1759,2211,1814,907,1814,2879
ENSG00000135365,1669,2938,1913,2487,2405,1953,1683,2313,2586
ENSG00000214872,28,83,20,59,40,32,50,46,57
ENSG00000232268,0,0,0,0,0,0,0,0,2
ENSG00000167346,0,0,0,0,0,4,0,0,0
ENSG00000176922,0,0,2,0,0,0,0,0,0
ENSG00000133895,2073,1535,1290,1712,1565,1258,1233,1530,1643
ENSG00000255265,0,0,0,2,0,0,0,0,0
ENSG00000156689,0,14,2,3,7,12,23,34,6
ENSG00000255523,0,0,0,0,0,0,0,0,0
ENSG00000283791,0,0,0,0,0,0,0,0,0
ENSG00000275948,0,0,0,0,0,0,0,0,0
ENSG00000279243,2,0,0,0,0,0,0,2,0
ENSG00000278217,0,0,0,0,0,0,0,0,0
ENSG00000274072,0,0,0,0,0,0,0,0,0
ENSG00000270526,0,0,0,0,0,0,0,0,0
ENSG00000279093,0,0,0,0,0,0,0,0,0
ENSG00000173465,772,729,539,567,510,476,602,510,508
ENSG00000176973,39,64,55,52,42,19,62,59,46
ENSG00000173442,1065,506,991,794,1347,605,551,330,547
ENSG00000173338,6,8,10,16,12,0,17,16,24
ENSG00000173327,2464,1349,1092,1471,1395,1273,1185,885,966
ENSG00000197136,3597,3997,2860,2800,3049,2632,2438,2583,3390
ENSG00000266041,0,0,0,0,0,0,0,0,0
ENSG00000213445,1145,754,670,779,801,485,735,626,821
ENSG00000265874,0,1,0,1,0,5,6,3,3
ENSG00000239356,0,0,0,0,0,0,0,0,0
ENSG00000214787,0,8,0,0,0,0,2,0,0
ENSG00000168056,6866,15823,48655,21514,17586,12823,10594,8027,10121
ENSG00000183303,0,0,0,0,0,0,0,0,0
ENSG00000255191,1,0,0,0,0,0,0,0,0
ENSG00000254605,0,0,0,0,0,0,0,0,0
ENSG00000248844,0,0,0,0,0,0,0,0,0
ENSG00000254417,0,0,0,0,0,0,0,0,0
ENSG00000202070,0,0,0,0,0,0,0,0,0
ENSG00000255143,0,0,0,0,0,0,0,0,0
ENSG00000254902,44,16,26,17,8,16,33,2,2
ENSG00000168040,1023,772,921,778,792,763,810,768,746
ENSG00000254721,729,581,575,607,595,562,601,570,435
ENSG00000255329,0,0,0,0,0,0,0,0,0
ENSG00000221333,0,0,0,0,0,0,0,0,0
ENSG00000254484,0,0,0,0,0,0,0,0,0
ENSG00000255539,2,7,1,0,2,3,0,5,2
ENSG00000260348,0,0,0,0,0,0,0,0,0
ENSG00000260679,1,0,0,0,0,0,0,0,0
ENSG00000283703,640,719,632,1254,1342,662,1112,642,618
ENSG00000131620,212,90,83,68,80,107,52,33,20
ENSG00000110203,2,0,0,2,0,8,0,6,4
ENSG00000176547,0,0,0,0,0,0,0,0,0
ENSG00000160613,4168,4656,30206,8550,7359,3772,4707,3721,2930
ENSG00000110367,4450,6303,4176,3459,3823,3317,2065,4632,5893
ENSG00000165923,0,0,0,0,0,2,0,0,0
ENSG00000095139,7793,6905,6979,4925,5484,4399,2898,4673,4995
ENSG00000149196,829,545,538,669,507,538,694,750,612
ENSG00000167992,438,116,197,138,170,183,164,137,212
ENSG00000137497,14122,16515,10771,14529,13296,13199,8770,9461,12757
ENSG00000110330,1159,1226,992,794,902,767,606,1409,1280
ENSG00000082175,20,6,2,4,0,0,0,3,9
ENSG00000023171,617,1920,456,1465,1267,1388,872,1426,2072
ENSG00000137745,2,0,6,6,0,2,0,2,4
ENSG00000177106,1284,188,134,227,249,112,228,164,152
ENSG00000241598,0,0,0,0,0,0,0,0,0
ENSG00000167770,4053,3477,2446,3469,2503,2933,3844,2890,2876
ENSG00000204571,0,0,0,4,2,0,1,2,0
ENSG00000177947,2,8,8,2,1,0,0,4,1
ENSG00000185627,3801,2877,2686,2561,1993,2270,2443,2381,2315
ENSG00000149090,1909,5612,11350,5117,7034,5575,2476,3023,3385
ENSG00000166800,3,4,4,0,3,2,0,4,5
ENSG00000110171,549,2505,864,1520,1313,1636,1960,2838,2535
ENSG00000211450,527,507,362,553,312,429,445,441,438
ENSG00000110492,61091,29386,40680,28733,26034,31639,27315,14761,15603
ENSG00000130598,0,0,0,0,0,0,0,0,0
ENSG00000142186,3945,4049,4839,3767,2884,3219,3460,3731,3522
ENSG00000019144,2043,4462,2350,3701,2728,2785,2691,3911,4396
ENSG00000085741,608,249,724,322,325,250,143,235,190
ENSG00000165457,0,0,0,0,0,0,0,2,0
ENSG00000109991,501,8540,354,798,1633,8035,2061,4293,4803
ENSG00000165458,5723,4506,6483,6768,6568,5508,3080,2275,2903
ENSG00000026508,468,765,1578,1100,1102,486,234,373,240
ENSG00000181693,0,0,0,0,0,0,0,0,0
ENSG00000134571,28,0,0,15,12,8,6,0,4
ENSG00000137474,391,142,62,126,190,218,144,107,165
ENSG00000110169,308,103,92,133,105,83,142,135,170
ENSG00000149972,693,1316,579,290,497,908,381,837,1209
ENSG00000166833,5083,3785,3597,2293,2202,2386,1255,2560,3421
ENSG00000070081,1601,2158,4186,2283,2135,1480,977,2034,2226
ENSG00000110218,900,1903,1157,638,1049,885,390,1212,1529
ENSG00000250519,41,38,18,30,32,21,43,89,34
ENSG00000256745,113,40,42,97,60,64,39,55,55
ENSG00000123901,9,147,28,42,12,297,140,133,128
ENSG00000254986,2427,2105,1367,1282,1101,1226,1594,2050,1712
ENSG00000255202,12,114,7,47,34,57,71,105,154
ENSG00000205177,2,2,0,1,0,4,2,1,7
ENSG00000085063,1521,2497,1804,2136,2016,1767,1741,2172,2132
ENSG00000110429,887,1241,726,874,877,762,644,1302,1255
ENSG00000254508,0,0,0,0,2,0,0,0,0
ENSG00000255272,0,0,0,0,0,0,0,0,0
ENSG00000255161,0,0,0,0,0,0,0,0,0
ENSG00000255169,3,0,0,0,1,0,0,0,1
ENSG00000254619,0,0,0,4,1,0,0,0,0
ENSG00000255133,0,6,0,0,2,0,0,0,6
ENSG00000279000,0,0,0,0,0,0,0,0,0
ENSG00000172362,0,4,0,0,0,0,0,0,0
ENSG00000176742,0,0,0,0,0,0,0,0,0
ENSG00000280314,0,0,0,0,0,0,0,0,0
ENSG00000172457,0,0,0,0,0,0,0,0,0
ENSG00000133805,70,41,46,33,71,29,46,30,38
ENSG00000177951,4008,3674,4784,3561,2857,2928,1964,2020,2512
ENSG00000148935,161,407,478,399,506,365,159,213,307
ENSG00000188486,4716,1830,2467,1986,1817,1722,1699,1205,1208
ENSG00000134817,3482,34,339,12,95,52,55,48,42
ENSG00000149305,2,46,0,20,8,12,29,24,18
ENSG00000185201,3227,2139,2848,3450,2488,2170,1644,1055,1265
ENSG00000110200,902,761,562,635,439,676,841,435,488
ENSG00000184154,100,161,89,190,122,131,95,101,125
ENSG00000182334,0,0,0,0,0,0,0,0,0
ENSG00000149506,2,4,0,4,1,4,8,4,6
ENSG00000110756,48,22,27,8,31,68,4,14,38
ENSG00000110768,115,248,32,20,22,19,2,10,17
ENSG00000264603,0,0,0,0,0,0,0,0,0
ENSG00000134333,14,18,50,21,16,14,7,15,28
ENSG00000256006,0,0,0,0,0,0,0,0,0
ENSG00000173432,0,0,0,0,0,0,2,0,0
ENSG00000264032,0,0,0,0,0,0,0,0,0
ENSG00000110777,4,6,0,0,2,6,0,0,5
ENSG00000253099,0,0,0,0,0,0,0,0,0
ENSG00000255428,0,0,0,0,0,0,0,0,0
ENSG00000255093,0,0,0,0,0,0,0,0,0
ENSG00000286028,1,2,0,17,3,1,2,0,2
ENSG00000207811,0,0,0,0,0,0,0,0,0
ENSG00000207562,0,0,0,0,0,0,0,0,0
ENSG00000254980,19,62,14,57,4,19,0,2,27
ENSG00000204381,169,223,377,543,440,316,173,80,159
ENSG00000170145,4033,6493,7519,4084,6940,3629,2550,2969,3541
ENSG00000235286,8,6,4,2,9,1,4,0,0
ENSG00000223324,0,0,0,0,0,0,0,0,0
ENSG00000137707,4,3,0,4,0,0,0,4,0
ENSG00000183644,18,38,18,91,7,38,2,0,58
ENSG00000151117,189,485,178,321,207,291,243,277,418
ENSG00000179057,61,203,49,107,57,86,106,146,193
ENSG00000254966,15,42,4,39,31,17,44,30,46
ENSG00000110786,477,4038,155,1526,668,1697,2937,5715,6624
ENSG00000286998,0,2,2,0,0,0,0,4,0
ENSG00000276789,0,0,0,0,0,0,0,0,0
ENSG00000254529,0,0,0,0,0,0,0,0,4
ENSG00000255511,0,0,0,0,0,0,0,0,0
ENSG00000254541,0,0,0,0,0,0,0,0,0
ENSG00000255536,0,0,0,0,0,0,0,0,0
ENSG00000255244,22,0,0,0,0,0,0,0,0
ENSG00000254738,0,8,0,0,0,0,0,0,0
ENSG00000254720,0,0,0,0,0,0,0,0,0
ENSG00000255424,0,0,0,0,0,0,0,0,0
ENSG00000183695,6,0,0,0,0,0,0,0,0
ENSG00000170255,179,0,0,0,0,0,0,0,0
ENSG00000255406,0,4,8,35,10,14,4,0,8
ENSG00000254648,5,10,1,15,5,11,2,6,15
ENSG00000166086,2611,2725,4430,2692,3407,2048,2092,2164,2524
ENSG00000254481,0,6,0,0,0,4,0,1,1
ENSG00000254616,0,0,0,0,2,0,0,0,0
ENSG00000255348,86,45,28,41,39,45,30,16,28
ENSG00000151502,2284,5107,2600,3048,2540,3276,3689,5351,5403
ENSG00000151500,1101,728,542,765,571,688,705,764,625
ENSG00000151498,993,1273,677,1088,788,916,1009,1117,1117
ENSG00000254442,0,0,0,0,0,0,0,0,0
ENSG00000149311,1573,1275,852,781,1200,755,312,791,966
ENSG00000166105,92,79,14,24,45,4,67,76,29
ENSG00000172489,0,0,0,0,0,0,0,0,0
ENSG00000277932,0,0,0,0,0,0,0,0,0
ENSG00000177030,1198,3913,1768,2348,1801,2416,3573,4840,4959
ENSG00000162105,513,1473,246,535,415,768,518,1522,2083
ENSG00000183560,0,2,11,2,0,2,2,0,4
ENSG00000151503,2715,2353,2718,2243,2377,1949,1993,2027,2235
ENSG00000183020,199,298,364,254,312,159,250,303,287
ENSG00000172893,4984,4801,3259,2994,3160,4235,3599,4147,3385
ENSG00000110074,1534,1278,514,1056,796,1014,1064,1066,1244
ENSG00000214063,3228,3147,5534,4521,3747,3049,3618,1893,2396
ENSG00000166337,2202,1777,1994,2282,2005,1788,1979,1711,1642
ENSG00000187049,704,406,472,406,344,368,286,324,359
ENSG00000166444,2015,1861,2258,2479,2272,1768,1431,1226,1588
ENSG00000133812,1395,2556,1353,1320,1573,1460,821,1909,2319
ENSG00000176009,0,2,0,0,4,0,0,0,0
ENSG00000280021,0,0,0,0,0,0,0,0,0
ENSG00000160695,0,2,0,8,0,4,0,0,6
ENSG00000287556,0,0,0,0,4,0,0,0,2
ENSG00000200168,0,0,0,0,0,0,0,0,0
ENSG00000271390,0,0,0,0,0,0,0,0,0
ENSG00000271584,8,0,0,0,0,0,0,0,0
ENSG00000287028,4,0,0,0,0,0,0,0,0
ENSG00000239354,0,0,0,0,0,0,0,0,0
ENSG00000270202,0,0,0,0,0,0,0,0,0
ENSG00000150750,0,0,0,0,0,0,0,0,0
ENSG00000196167,10,33,8,18,16,14,40,23,31
ENSG00000288097,0,0,0,0,0,0,0,0,0
ENSG00000214290,33,20,14,28,16,27,18,19,24
ENSG00000240698,0,0,0,0,0,0,0,0,0
ENSG00000254730,0,0,0,0,0,0,0,0,0
ENSG00000178105,883,482,566,306,344,342,271,415,546
ENSG00000173456,2568,1814,1592,1482,1482,1562,1198,1302,1385
ENSG00000245385,747,507,469,572,383,480,455,376,374
ENSG00000223953,4,0,2,0,1,8,3,2,0
ENSG00000235718,0,26,6,40,64,58,58,6,73
ENSG00000036672,33,93,38,120,142,102,86,72,81
ENSG00000254590,0,1,0,0,0,2,0,2,1
ENSG00000254892,0,0,0,0,0,0,0,0,0
ENSG00000154096,2948,3746,2444,2481,3153,4197,3388,5585,4466
ENSG00000263873,925,1125,710,791,866,1164,909,1732,1430
ENSG00000255377,0,0,0,0,0,0,0,0,0
ENSG00000248712,62,74,13,72,38,56,65,19,48
ENSG00000172927,0,0,0,2,0,0,0,0,2
ENSG00000260877,0,0,0,0,0,0,6,2,6
ENSG00000213275,0,0,0,0,0,0,0,0,0
ENSG00000259854,0,0,0,0,0,0,0,0,0
ENSG00000255606,0,0,0,0,0,0,0,0,0
ENSG00000261347,0,0,0,0,0,0,0,0,0
ENSG00000285094,2,0,0,0,4,0,0,0,0
ENSG00000110092,3782,4020,4568,4900,5360,4046,2486,1792,3085
ENSG00000149716,1056,1130,1263,1420,1176,1009,1077,753,878
ENSG00000162344,612,107,410,12,356,33,563,47,0
ENSG00000256441,0,0,0,0,0,0,0,0,0
ENSG00000075388,158,0,8,0,4,2,0,0,0
ENSG00000254478,0,0,0,0,0,0,0,0,0
ENSG00000254621,0,0,0,0,0,0,0,0,0
ENSG00000201535,0,0,0,0,0,0,0,0,0
ENSG00000160683,1497,934,1927,1051,1044,914,944,1219,1178
ENSG00000245869,0,0,3,0,0,0,0,0,0
ENSG00000186174,5363,4368,5948,3021,4073,2841,1978,3137,4074
ENSG00000264211,5,10,0,5,4,2,4,0,3
ENSG00000110375,283,90,75,72,62,62,41,77,110
ENSG00000239726,0,1,0,0,0,0,0,0,0
ENSG00000222529,0,0,0,0,0,0,0,0,0
ENSG00000176302,0,1,0,0,0,0,0,2,0
ENSG00000256269,1218,609,659,839,583,643,791,523,533
ENSG00000196600,2,0,0,0,0,0,0,0,0
ENSG00000149187,4307,4457,2127,2833,3193,2567,2168,3845,4778
ENSG00000284713,5,25,2,27,25,11,26,35,58
ENSG00000156738,0,0,0,0,0,0,0,0,0
ENSG00000182261,0,0,0,0,0,0,0,0,0
ENSG00000166840,38,22,7,13,28,21,8,19,22
ENSG00000255274,0,0,0,0,2,4,0,2,8
ENSG00000287725,0,0,0,0,0,0,0,0,0
ENSG00000265539,2,1,0,1,0,7,0,5,3
ENSG00000149483,730,810,740,742,466,592,395,473,624
ENSG00000240823,6,0,2,2,0,4,2,0,0
ENSG00000266006,0,0,0,0,0,0,0,0,0
ENSG00000246820,2,12,0,0,0,3,4,0,7
ENSG00000166407,90,141,78,77,108,110,577,510,191
ENSG00000252778,0,0,0,0,0,0,0,0,0
ENSG00000130413,282,697,361,651,494,423,274,400,539
ENSG00000172508,23,100,28,83,105,87,52,57,39
ENSG00000255051,0,0,0,0,0,0,0,0,0
ENSG00000254676,5,4,5,2,0,6,0,4,5
ENSG00000247137,163,139,69,113,122,104,76,104,133
ENSG00000269939,22,24,10,32,20,10,7,21,42
ENSG00000137494,415,465,359,483,298,464,173,354,462
ENSG00000255541,5,2,3,0,0,0,0,4,9
ENSG00000254551,27,19,11,16,14,32,26,36,42
ENSG00000241020,0,0,0,0,0,0,0,0,0
ENSG00000165494,1473,1417,937,1064,1249,888,653,942,1426
ENSG00000233436,4,18,1,0,10,17,0,2,5
ENSG00000247595,169,80,110,77,121,77,18,48,85
ENSG00000149043,0,0,0,0,0,0,0,0,0
ENSG00000162194,884,667,622,932,556,661,806,595,658
ENSG00000204397,18,3,15,0,4,2,0,6,4
ENSG00000152404,307,134,154,110,98,120,54,112,118
ENSG00000007372,4277,2227,2454,2982,6000,607,3696,637,312
ENSG00000289116,0,0,0,0,0,0,0,0,0
ENSG00000288788,0,0,0,0,0,0,4,0,0
ENSG00000215841,0,0,0,0,0,0,0,0,0
ENSG00000289631,4,22,0,0,8,12,2,4,12
ENSG00000255689,0,0,0,0,0,0,0,0,0
ENSG00000289465,0,0,0,0,0,0,0,0,2
ENSG00000204241,24,77,20,70,20,30,14,26,18
ENSG00000246100,2,6,2,0,4,8,0,0,0
ENSG00000289150,0,0,0,0,0,0,0,0,0
ENSG00000289232,0,0,0,0,2,2,4,3,0
ENSG00000289625,0,0,0,0,0,0,0,0,0
ENSG00000255521,2,8,2,2,0,4,2,2,1
ENSG00000254510,2,79,85,90,56,40,134,223,125
ENSG00000231698,34,4,2,9,0,2,3,0,0
ENSG00000255320,106,111,104,86,94,72,40,89,129
ENSG00000177112,7,9,13,8,9,8,19,46,24
ENSG00000246889,10,56,27,32,16,69,62,39,41
ENSG00000254453,386,316,235,116,186,176,51,125,284
ENSG00000288809,27,8,2,10,20,20,8,17,11
ENSG00000289343,2,0,0,0,0,0,0,0,0
ENSG00000247675,219,145,141,127,154,170,59,57,105
ENSG00000289268,54,168,117,63,74,73,81,148,119
ENSG00000289194,38,5,25,22,3,6,11,13,14
ENSG00000288852,50,101,69,79,59,73,49,72,110
ENSG00000150676,0,0,0,0,0,0,0,0,2
ENSG00000255005,0,0,0,0,0,0,0,0,0
ENSG00000137501,292,393,135,445,348,207,81,210,217
ENSG00000254780,0,0,0,4,0,0,0,0,0
ENSG00000254879,0,0,0,0,0,0,0,0,0
ENSG00000030066,363,258,138,85,227,208,56,100,128
ENSG00000149428,3,0,4,2,0,2,4,0,0
ENSG00000188997,421,579,603,403,450,384,382,451,473
ENSG00000118369,519,1303,1183,876,889,705,749,1083,1134
ENSG00000033327,2963,3505,2293,1376,1672,2083,1693,2901,3159
ENSG00000288538,109,179,116,73,80,95,81,128,115
ENSG00000288853,0,0,0,0,0,0,0,0,0
ENSG00000254420,104,70,35,110,41,79,67,124,99
ENSG00000288393,0,0,0,0,0,0,0,0,0
ENSG00000254649,0,0,0,0,0,0,0,0,0
ENSG00000251323,6,4,15,6,3,12,2,0,1
ENSG00000255084,4,0,0,0,0,0,0,2,0
ENSG00000252033,0,0,0,0,0,0,0,0,0
ENSG00000254697,0,0,1,0,0,0,0,0,0
ENSG00000254563,2,0,0,0,0,0,0,0,0
ENSG00000167283,374,463,237,349,298,336,324,557,522
ENSG00000289518,0,0,0,0,0,0,0,0,0
ENSG00000137513,661,649,323,448,397,415,459,770,722
ENSG00000254810,3,0,2,1,4,1,0,0,2
ENSG00000158636,854,1113,608,786,781,729,273,723,921
ENSG00000240801,0,0,0,0,0,0,0,0,0
ENSG00000129965,0,0,0,0,0,0,0,0,0
ENSG00000207805,11,3,0,4,8,0,2,0,0
ENSG00000099869,598,51,83,67,100,143,13,3,16
ENSG00000254647,0,0,0,0,0,0,0,0,0
ENSG00000180176,14,530,57,192,154,310,1300,1228,492
ENSG00000265258,0,0,0,0,0,0,0,2,0
ENSG00000183734,0,6,3,0,0,4,3,0,2
ENSG00000110665,11,3,1,0,12,0,0,4,1
ENSG00000064201,18,58,14,76,50,90,34,49,38
ENSG00000207308,0,0,0,0,0,0,0,0,1
ENSG00000238184,379,578,601,564,540,498,486,401,413
ENSG00000236264,22,22,10,30,31,21,28,23,18
ENSG00000199550,4,6,0,2,8,1,4,2,1
ENSG00000244313,516,262,333,344,287,317,390,255,232
ENSG00000149091,3061,3119,2447,2669,2287,2561,3560,3945,3839
ENSG00000289383,0,0,0,0,0,0,0,0,0
ENSG00000167286,0,0,0,0,0,0,0,0,0
ENSG00000160654,4,0,0,0,0,0,0,0,0
ENSG00000285827,0,0,0,0,0,0,0,0,0
ENSG00000137752,59,6,184,28,97,14,25,15,7
ENSG00000162129,608,1304,491,537,657,773,582,1040,1339
ENSG00000204361,8,5,0,6,6,10,0,0,6
ENSG00000095110,0,3,0,36,16,7,0,6,0
ENSG00000273003,0,1,0,0,0,0,0,0,2
ENSG00000110025,37,31,5,23,38,6,17,10,12
ENSG00000168061,471,463,409,535,365,413,674,508,443
ENSG00000168060,8,7,9,14,10,3,2,16,10
ENSG00000146670,1853,338,418,279,335,320,191,71,119
ENSG00000162300,1216,1119,1187,1176,730,859,1074,948,972
ENSG00000187066,882,807,910,944,612,764,852,733,707
ENSG00000149823,4406,3828,4006,2861,2876,3237,3583,2746,3202
ENSG00000254501,685,629,666,699,368,555,922,471,546
ENSG00000149809,2411,4089,1992,3730,2316,3975,3874,3626,3735
ENSG00000174276,416,502,346,465,225,346,408,248,335
ENSG00000255173,164,157,122,144,95,120,166,82,153
ENSG00000278952,21,82,21,57,47,40,44,35,37
ENSG00000149806,7808,5481,5398,5542,3867,5097,5758,4542,4111
ENSG00000162298,2581,3038,3181,3254,2541,2304,1897,2376,2374
ENSG00000149792,2406,2254,1514,1936,1497,1472,1572,1888,1963
ENSG00000284489,0,0,0,0,0,0,0,0,0
ENSG00000254455,0,0,0,0,0,0,0,0,0
ENSG00000222477,0,0,0,0,0,0,0,0,0
ENSG00000255058,0,0,0,0,0,0,0,0,0
ENSG00000255200,4,28,5,16,8,28,12,30,22
ENSG00000254614,126,136,70,70,53,51,83,93,147
ENSG00000014216,7105,6646,4204,4765,4600,4956,5863,6381,5995
ENSG00000197847,35,53,20,26,35,11,37,60,98
ENSG00000254558,0,0,0,0,0,0,0,0,0
ENSG00000255235,0,0,0,0,0,0,0,0,0
ENSG00000254617,0,0,0,0,0,0,0,0,0
ENSG00000254785,0,0,0,0,0,0,0,0,0
ENSG00000189253,0,0,0,2,0,0,0,0,0
ENSG00000184281,1801,1627,1437,1515,1100,1362,1741,1295,1484
ENSG00000230483,0,2,3,0,3,3,4,10,10
ENSG00000070985,25,16,2,36,36,55,23,26,53
ENSG00000255055,0,0,0,0,0,0,0,0,0
ENSG00000223417,0,0,0,0,0,0,0,0,0
ENSG00000233802,0,0,0,0,0,0,0,0,0
ENSG00000254818,0,0,0,0,0,0,0,0,0
ENSG00000278837,0,0,0,0,0,0,0,0,0
ENSG00000255360,0,0,0,0,0,0,0,0,0
ENSG00000254655,0,0,0,0,0,0,0,0,0
ENSG00000255305,0,0,0,0,0,0,0,0,0
ENSG00000237706,0,0,0,0,0,0,0,0,0
ENSG00000225581,0,0,0,0,2,4,0,0,0
ENSG00000255184,0,0,0,0,0,0,0,0,0
ENSG00000204449,0,0,0,0,0,0,2,0,0
ENSG00000254803,0,0,0,0,0,0,0,0,0
ENSG00000254916,0,0,0,0,0,0,0,0,0
ENSG00000223709,0,0,0,0,0,0,0,0,0
ENSG00000255011,0,0,0,0,0,0,0,0,0
ENSG00000254888,0,0,0,0,0,0,0,0,0
ENSG00000255009,0,0,0,0,0,0,0,0,0
ENSG00000204450,0,0,0,0,0,0,0,0,0
ENSG00000137731,13,17,4,47,33,8,20,26,29
ENSG00000254844,4,19,2,21,23,10,27,18,12
ENSG00000255245,0,0,0,0,0,0,0,0,0
ENSG00000254528,2079,6398,2196,5156,3673,4494,8163,9126,6857
ENSG00000137726,3242,10151,3221,8066,5871,7316,11711,14162,10759
ENSG00000110324,26,141,18,48,26,82,87,167,153
ENSG00000255328,2,12,4,13,3,9,4,2,6
ENSG00000270435,0,0,0,0,0,0,0,0,0
ENSG00000170955,149,44,397,155,208,62,14,32,16
ENSG00000254443,0,2,0,0,0,0,0,0,0
ENSG00000166311,1673,1868,2661,1706,1648,1135,1586,1821,1512
ENSG00000179532,278,498,199,363,391,300,246,187,339
ENSG00000254951,0,0,0,0,0,0,0,0,0
ENSG00000289714,0,0,0,0,0,0,0,0,0
ENSG00000254860,94,164,50,98,107,71,68,138,149
ENSG00000175352,170,814,254,297,336,596,631,1535,1334
ENSG00000213785,4,0,0,0,0,0,0,0,0
ENSG00000241943,0,0,0,0,0,0,0,0,0
