Geneid,SK7A-1,SK7A-2,SK7A-3,SK8A-1,SK8A-2,SK8A-3,SK8A-4,SK8A-5,SK8A-6,Wi-1,Wi-2,Wi-3
ENSG00000268455,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268458,0,8,7,0,2,0,1,0,0,0,0,1
ENSG00000268460,23,30,13,30,24,16,8,2,0,20,8,4
ENSG00000268461,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268465,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268469,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268471,317,424,387,282,286,273,55,34,20,40,27,72
ENSG00000268472,14,8,10,8,4,4,0,0,0,1,0,0
ENSG00000268473,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268475,62,71,88,78,79,59,14,35,11,29,46,32
ENSG00000268480,0,0,2,0,0,0,0,0,0,1,0,0
ENSG00000268483,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268486,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268496,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000268499,24,15,10,12,5,10,0,0,0,1,2,8
ENSG00000268500,6,3,2,1,2,2,0,0,0,0,0,0
ENSG00000268505,0,1,0,0,0,0,0,0,1,0,0,3
ENSG00000268509,196,490,542,348,390,468,112,153,16,51,49,26
ENSG00000268510,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268516,496,653,676,434,455,383,84,107,36,56,56,61
ENSG00000268518,67,65,81,32,32,37,4,7,0,14,6,6
ENSG00000268520,7,7,10,0,2,6,0,0,0,0,0,0
ENSG00000268521,103,197,189,210,141,146,21,16,3,15,21,22
ENSG00000268529,2,7,6,0,0,1,0,0,0,0,0,0
ENSG00000268530,786,1067,1119,746,653,609,215,216,42,176,153,278
ENSG00000268531,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268532,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268533,6,10,4,2,9,4,0,0,0,0,2,0
ENSG00000268535,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268536,5,6,2,0,2,0,0,0,0,4,0,0
ENSG00000268541,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268543,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268545,14,18,27,14,12,3,2,0,0,0,1,0
ENSG00000268555,2,6,0,0,0,2,2,0,0,0,0,4
ENSG00000268560,1,2,0,0,1,2,0,0,0,0,0,0
ENSG00000268564,18,58,23,36,18,9,4,5,2,1,1,14
ENSG00000268565,198,114,137,62,99,88,15,13,0,17,7,20
ENSG00000268566,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268573,102,79,63,35,29,31,16,8,0,6,16,24
ENSG00000268575,207,201,200,143,168,170,27,15,0,16,29,19
ENSG00000268580,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268581,5,0,0,0,2,0,0,0,0,0,0,0
ENSG00000268582,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268583,248,214,200,95,112,123,19,28,7,5,8,28
ENSG00000268584,26,44,21,29,10,29,2,8,1,6,0,3
ENSG00000268589,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268592,333,267,447,257,377,409,145,118,20,85,85,49
ENSG00000268593,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268595,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268597,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268598,3,4,9,3,0,7,0,0,0,1,0,0
ENSG00000268601,0,2,1,2,1,0,0,0,0,1,0,0
ENSG00000268603,36,38,50,32,45,28,33,8,2,15,19,6
ENSG00000268605,4,5,15,2,6,10,2,4,0,0,0,0
ENSG00000268606,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268614,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268615,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268618,10,2,5,2,5,0,0,0,0,0,0,0
ENSG00000268620,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268621,19,10,14,13,3,9,2,2,0,20,9,6
ENSG00000268623,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268628,26,21,26,36,17,14,4,6,6,15,12,10
ENSG00000268629,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000268635,150,138,177,99,107,119,23,28,4,37,24,30
ENSG00000268636,203,193,239,154,146,146,38,44,7,26,45,55
ENSG00000268643,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268649,16,16,5,18,11,6,5,2,0,6,7,10
ENSG00000268650,25,33,18,29,19,11,4,2,0,6,6,6
ENSG00000268651,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000268652,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268654,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268655,7,33,40,25,75,7,19,2,3,0,4,1
ENSG00000268658,25,8,5,15,3,2,0,0,0,0,0,2
ENSG00000268659,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268660,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000268663,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268669,0,0,2,3,9,0,0,2,0,0,0,0
ENSG00000268670,29,76,40,49,25,17,13,1,0,6,3,5
ENSG00000268673,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268674,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268677,51,63,47,54,26,20,8,8,0,8,5,22
ENSG00000268678,82,133,140,104,77,65,10,16,0,28,11,36
ENSG00000268681,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268683,0,2,0,4,0,0,0,0,0,1,1,0
ENSG00000268685,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268686,34,18,13,10,8,21,0,6,0,9,9,7
ENSG00000268696,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268705,0,4,2,3,4,0,0,0,0,1,0,0
ENSG00000268707,9,8,2,4,6,2,0,0,0,3,1,1
ENSG00000268711,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268713,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000268717,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268723,1,0,5,1,2,3,0,0,0,0,0,0
ENSG00000268729,139,195,199,114,102,122,38,34,12,31,41,63
ENSG00000268731,4,4,0,2,2,2,0,0,0,0,0,0
ENSG00000268734,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268736,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268738,4,1,0,0,0,0,0,0,0,1,0,0
ENSG00000268739,2,1,2,4,3,9,0,1,2,7,27,16
ENSG00000268742,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268743,25,38,30,19,16,22,2,0,1,1,1,1
ENSG00000268744,4,4,1,0,1,0,0,0,0,0,0,0
ENSG00000268745,88,82,83,36,37,58,9,5,1,3,9,18
ENSG00000268746,0,1,1,4,0,1,0,0,0,0,0,0
ENSG00000268747,24,53,47,54,52,39,4,0,0,4,1,1
ENSG00000268750,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268751,30,32,22,8,4,17,1,6,0,2,2,7
ENSG00000268754,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000268756,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268758,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268764,6,1,7,2,2,5,4,0,0,0,0,1
ENSG00000268777,0,1,0,0,0,0,0,0,0,0,1,0
ENSG00000268785,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000268789,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268790,3,1,0,0,0,0,0,0,0,0,0,0
ENSG00000268794,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000268797,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268798,60,82,50,66,43,15,10,19,8,10,1,8
ENSG00000268799,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268803,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268804,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268810,109,239,64,131,90,64,4,11,1,25,8,31
ENSG00000268812,167,624,1043,285,908,567,292,135,29,78,59,64
ENSG00000268818,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268823,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268830,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268833,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268834,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268836,16,7,10,8,4,3,1,0,0,1,4,0
ENSG00000268839,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268842,10,23,35,28,11,11,4,3,1,3,12,1
ENSG00000268845,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268847,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268849,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000268854,3492,3815,5053,2998,3415,3823,1266,1394,233,978,1260,1632
ENSG00000268858,442,524,561,422,474,408,112,94,23,132,235,99
ENSG00000268864,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000268866,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000268869,18,9,22,13,8,4,2,2,2,0,5,4
ENSG00000268870,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000268873,258,299,323,216,172,182,37,53,7,27,13,44
ENSG00000268879,3,6,5,1,2,0,0,0,0,3,0,0
ENSG00000268883,1,0,1,0,4,0,2,0,0,0,0,4
ENSG00000268884,8,14,6,2,0,4,0,0,0,0,0,0
ENSG00000268886,64,87,65,70,54,59,19,11,2,12,14,18
ENSG00000268889,14,10,6,6,2,1,0,0,0,2,0,0
ENSG00000268892,8,5,5,10,3,2,1,0,0,0,0,0
ENSG00000268894,491,552,522,575,488,516,77,123,24,12,3,35
ENSG00000268895,403,524,559,252,329,277,99,51,8,75,51,99
ENSG00000268896,92,134,99,66,86,74,23,33,4,17,25,13
ENSG00000268902,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000268903,85,113,93,24,44,37,12,9,0,13,36,30
ENSG00000268906,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268908,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268912,194,217,242,123,128,141,21,21,5,17,3,37
ENSG00000268916,0,0,0,4,1,0,0,0,0,0,2,0
ENSG00000268922,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268926,1,9,10,4,0,4,0,0,0,0,2,0
ENSG00000268931,1,10,4,1,2,1,1,1,0,0,2,0
ENSG00000268938,30,67,42,40,25,30,8,4,4,7,15,16
ENSG00000268940,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268941,14,34,38,10,32,8,3,8,0,4,2,7
ENSG00000268942,50,50,45,55,30,33,6,8,2,5,2,12
ENSG00000268945,19,22,8,12,7,2,6,7,2,0,4,7
ENSG00000268947,44,60,26,27,14,18,2,5,2,18,11,21
ENSG00000268949,2,0,0,2,0,0,0,0,0,0,0,0
ENSG00000268951,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268955,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268957,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268964,0,4,0,0,0,2,0,0,0,0,0,0
ENSG00000268967,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268970,36,92,50,34,23,29,10,5,1,21,14,6
ENSG00000268975,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268981,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268983,1109,1339,1787,1215,1233,1281,346,269,77,251,313,326
ENSG00000268985,70,25,33,20,4,12,3,3,1,2,0,3
ENSG00000268987,0,4,2,2,3,1,0,0,0,0,0,0
ENSG00000268988,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268992,2,1,2,1,2,0,0,0,0,0,0,0
ENSG00000268993,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268994,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268995,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268996,76,82,130,86,76,63,14,17,2,56,46,22
ENSG00000268997,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269001,30,29,49,29,34,18,8,4,2,15,11,5
ENSG00000269009,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000269012,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269014,2,0,0,0,0,0,0,0,0,0,1,0
ENSG00000269019,253,208,207,119,100,89,56,22,5,35,64,69
ENSG00000269021,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269025,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269026,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269032,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269035,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269037,2,1,0,0,0,0,0,0,0,0,0,0
ENSG00000269038,16,32,13,11,13,9,3,2,1,4,4,4
ENSG00000269040,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269043,3,5,3,1,7,11,0,0,0,0,0,2
ENSG00000269044,473,492,470,286,296,265,20,28,8,54,82,71
ENSG00000269050,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269053,6,0,4,4,3,2,0,0,0,0,3,0
ENSG00000269054,101,157,96,54,120,87,8,20,2,13,9,10
ENSG00000269055,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269058,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000269066,1,7,5,10,9,3,0,0,0,0,2,0
ENSG00000269067,0,0,1,76,12,24,0,2,0,1,0,0
ENSG00000269068,488,703,719,375,431,598,139,206,30,160,242,169
ENSG00000269069,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269072,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000269082,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000269085,9,14,21,18,10,14,0,0,0,0,4,0
ENSG00000269086,5,9,11,0,5,3,0,0,0,2,9,1
ENSG00000269091,124,167,173,121,112,116,32,21,9,22,10,24
ENSG00000269095,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269096,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269097,4,7,4,23,8,2,0,0,0,6,2,0
ENSG00000269099,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269102,17,15,19,10,8,4,1,1,0,0,4,4
ENSG00000269103,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269106,29,63,50,18,46,29,6,9,0,4,3,12
ENSG00000269107,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269110,0,1,0,0,1,1,0,1,0,1,0,0
ENSG00000269113,60,38,63,53,30,31,6,2,6,2,6,2
ENSG00000269118,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000269119,0,0,0,0,1,0,0,0,0,1,0,1
ENSG00000269124,83,63,65,20,42,37,3,7,0,4,3,12
ENSG00000269125,5,2,7,6,2,2,0,0,0,0,0,4
ENSG00000269130,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269136,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269138,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269139,754,872,1254,722,637,649,435,341,67,212,349,470
ENSG00000269145,104,103,138,58,90,73,21,7,2,5,9,9
ENSG00000269148,298,377,395,289,290,272,86,75,16,45,34,37
ENSG00000269151,22,14,19,7,24,11,4,5,0,3,0,1
ENSG00000269153,1,1,1,1,0,3,2,1,1,0,0,2
ENSG00000269154,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269155,4,0,6,0,0,0,0,0,0,0,0,0
ENSG00000269161,43,37,31,28,33,14,2,2,1,3,5,6
ENSG00000269172,2,1,0,5,2,4,0,2,0,0,0,0
ENSG00000269176,457,440,532,278,289,302,100,85,22,120,144,139
ENSG00000269177,290,203,289,227,166,203,57,59,14,53,22,69
ENSG00000269179,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269181,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269186,0,0,4,0,4,2,0,0,0,2,0,0
ENSG00000269188,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269189,0,8,0,2,2,1,0,0,0,0,0,0
ENSG00000269190,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000269191,22,25,15,2,6,20,0,0,0,5,7,1
ENSG00000269194,210,167,201,94,84,103,50,43,2,48,69,55
ENSG00000269210,5,4,3,2,1,3,0,2,0,2,0,0
ENSG00000269220,0,4,2,0,2,2,0,0,0,0,0,2
ENSG00000269226,92,89,122,41,101,104,13,18,4,8,22,35
ENSG00000269228,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269235,65,34,42,46,46,33,2,0,0,10,9,17
ENSG00000269236,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269237,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269242,0,0,1,1,0,0,1,0,0,0,0,1
ENSG00000269243,2478,3072,3424,2993,2495,2476,510,513,127,419,651,554
ENSG00000269244,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269246,4,20,6,6,10,6,2,6,0,0,0,4
ENSG00000269253,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269256,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000269266,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269271,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269274,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000269275,47,95,67,47,72,66,31,38,6,11,22,17
ENSG00000269281,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269288,210,271,296,170,207,229,34,37,10,14,6,9
ENSG00000269289,61,75,60,49,22,11,13,11,0,2,0,1
ENSG00000269292,4293,4577,5458,5356,3262,3349,934,815,157,680,752,842
ENSG00000269293,504,481,546,340,361,348,117,95,11,45,74,131
ENSG00000269296,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000269300,39,65,43,1,2,2,0,0,0,11,18,28
ENSG00000269303,0,2,2,0,0,0,0,0,0,0,0,0
ENSG00000269304,0,9,12,3,0,5,0,0,0,0,0,0
ENSG00000269307,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269313,40,15,33,22,34,32,12,9,2,28,45,7
ENSG00000269316,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269318,400,364,394,175,263,288,49,69,22,60,49,54
ENSG00000269320,1,1,0,2,0,2,0,0,0,0,0,0
ENSG00000269321,0,3,0,1,0,0,0,0,0,0,1,2
ENSG00000269332,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269335,838,1093,1445,1288,1029,956,534,500,92,213,185,227
ENSG00000269343,1340,1535,1363,1215,851,814,89,152,16,113,127,188
ENSG00000269345,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269349,64,149,98,108,58,73,1,9,0,2,0,0
ENSG00000269350,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269352,3621,3896,4014,2834,2627,2659,889,808,148,735,1108,1080
ENSG00000269353,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269354,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269356,4,8,2,2,3,0,0,0,0,0,0,2
ENSG00000269364,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269365,6,3,1,1,0,0,0,0,0,0,4,0
ENSG00000269371,1304,1141,1658,792,954,1051,241,252,59,173,296,245
ENSG00000269373,2,4,4,0,4,5,2,0,0,0,0,0
ENSG00000269374,127,118,191,109,130,128,20,43,5,22,22,37
ENSG00000269376,7,16,10,6,3,6,0,0,0,0,0,1
ENSG00000269378,4136,7711,8668,7248,7652,6277,1278,1033,198,1235,853,1102
ENSG00000269383,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269385,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269386,999,1126,1524,901,1017,1007,476,368,67,303,357,279
ENSG00000269387,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269388,34,23,48,34,27,27,17,8,0,16,18,10
ENSG00000269391,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269392,0,3,0,2,0,0,0,0,0,0,1,0
ENSG00000269397,50,60,78,23,10,28,0,0,0,3,0,0
ENSG00000269399,147,144,136,67,107,102,27,22,0,9,16,23
ENSG00000269400,0,2,2,0,0,0,0,0,0,0,0,0
ENSG00000269403,0,4,0,0,3,3,0,0,0,0,0,0
ENSG00000269404,11,9,8,8,0,4,0,8,0,2,0,2
ENSG00000269405,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269416,386,304,340,356,86,105,17,23,2,11,7,40
ENSG00000269419,2,0,0,0,2,0,0,0,0,0,0,0
ENSG00000269420,20,76,84,40,52,55,22,22,2,5,0,11
ENSG00000269421,12,1,2,6,10,9,0,0,0,0,0,0
ENSG00000269425,24,14,33,10,16,17,9,4,2,2,0,4
ENSG00000269427,340,490,474,386,289,290,66,61,11,32,40,55
ENSG00000269431,2,0,1,0,1,1,0,0,0,0,0,2
ENSG00000269433,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000269437,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269439,1165,1151,1647,1164,1243,1114,334,296,47,172,254,242
ENSG00000269444,6,7,7,4,7,4,0,0,0,0,2,2
ENSG00000269445,1,1,0,2,0,0,0,0,0,0,0,0
ENSG00000269446,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269458,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000269460,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269463,6,7,11,4,6,6,0,0,0,0,2,0
ENSG00000269466,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000269469,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269471,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269473,37,37,36,10,28,25,7,0,0,0,6,4
ENSG00000269475,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269476,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269480,427,634,664,537,547,452,109,64,13,74,58,86
ENSG00000269481,76,63,53,41,41,43,16,8,3,6,15,5
ENSG00000269482,43,30,26,10,11,24,1,1,0,1,1,1
ENSG00000269483,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269486,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269487,883,1161,1416,1043,981,965,326,322,53,202,144,216
ENSG00000269489,10,6,6,2,2,2,1,1,0,0,0,1
ENSG00000269495,546,407,504,803,640,582,206,149,30,229,983,229
ENSG00000269502,0,4,11,0,4,0,4,0,0,2,1,0
ENSG00000269504,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269505,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269506,1,3,4,2,4,3,0,0,0,0,1,0
ENSG00000269509,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269514,8,6,8,1,6,0,2,0,0,0,0,0
ENSG00000269516,0,0,0,0,0,0,0,0,0,0,6,0
ENSG00000269519,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269524,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269526,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000269533,13,10,7,8,3,10,0,1,0,3,1,0
ENSG00000269534,390,419,347,364,207,220,56,73,2,65,76,134
ENSG00000269535,40,30,25,15,21,21,7,2,2,1,0,10
ENSG00000269540,0,1,0,2,0,1,0,2,0,0,0,0
ENSG00000269543,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269546,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000269547,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269552,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269553,2,0,0,0,0,0,0,0,0,0,1,0
ENSG00000269556,1202,1507,1653,1129,1238,1202,371,269,39,301,319,323
ENSG00000269559,177,188,240,138,166,170,50,44,11,54,39,66
ENSG00000269560,1,2,2,0,6,1,0,0,0,0,8,0
ENSG00000269564,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269565,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000269570,684,808,981,701,591,617,98,109,29,58,56,90
ENSG00000269575,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269576,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269578,10,7,3,0,9,2,2,0,0,0,0,6
ENSG00000269580,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269583,350,273,392,264,216,276,39,82,16,41,24,53
ENSG00000269584,12,18,9,2,8,6,0,0,0,0,1,0
ENSG00000269586,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269588,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269590,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269599,0,0,4,2,0,1,0,0,0,0,0,0
ENSG00000269600,85,148,163,94,82,98,9,14,0,14,9,16
ENSG00000269604,2311,2763,3978,2636,2714,2527,636,594,88,357,286,473
ENSG00000269608,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000269609,354,356,471,148,344,245,61,51,13,83,112,68
ENSG00000269615,0,0,0,1,4,0,0,0,0,0,0,0
ENSG00000269621,471,569,589,443,415,362,92,96,22,85,133,165
ENSG00000269622,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269635,2,0,2,1,0,0,0,0,0,0,1,0
ENSG00000269637,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269646,33,33,47,35,26,30,5,3,0,8,10,10
ENSG00000269651,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269652,688,1284,1399,1286,1282,1225,356,268,71,168,67,137
ENSG00000269653,14,4,5,4,6,1,0,0,0,0,0,0
ENSG00000269656,51,46,75,57,61,47,36,47,8,45,66,68
ENSG00000269662,2,5,2,11,0,0,0,0,0,0,2,0
ENSG00000269667,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269678,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269680,103,78,71,62,59,52,25,35,6,49,77,53
ENSG00000269681,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269688,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000269692,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269693,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269694,16,27,19,16,12,3,0,3,1,0,6,2
ENSG00000269696,53,97,87,89,54,50,16,10,2,4,8,12
ENSG00000269699,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269706,3,5,27,42,84,9,37,2,10,12,5,3
ENSG00000269707,0,0,0,0,0,2,0,2,0,0,0,0
ENSG00000269711,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269713,2611,2994,3126,1889,2355,2409,490,465,91,207,179,491
ENSG00000269720,29,32,10,9,10,7,2,0,0,0,0,0
ENSG00000269729,4,7,7,16,11,9,3,8,0,4,0,2
ENSG00000269732,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269736,2,1,0,1,0,0,0,0,0,0,0,0
ENSG00000269737,163,240,158,137,135,86,11,12,5,9,16,28
ENSG00000269741,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269742,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000269743,471,455,671,448,554,453,84,77,17,58,44,89
ENSG00000269745,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000269749,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269752,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269755,0,4,3,0,6,5,1,0,0,0,3,0
ENSG00000269758,0,1,0,0,0,0,0,0,0,0,0,0
